Site,Date,live_dead,shell_height_mm,total_live,sample,time,latitude,longitude,depth_m,pH,cond_mScm,turb_NTU,TDS_gL,temp_C,sal_ppt,DO_mgL
Lemon Creek Lagoon,2018-11-08,live,40.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,31.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,31.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,31.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,47.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,47.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,47.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,40.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,40.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,40.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,42.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,42.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,42.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,37.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,37.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,37.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,43.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,43.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,43.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,34.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,34.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,34.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,47.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,47.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,47.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,41.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,41.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,41.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,40.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,40.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,40.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,46.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,46.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,46.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,47.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,47.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,47.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,47.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,47.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,47.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,38.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,38.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,38.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,43.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,43.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,43.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,39.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,39.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,39.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,43.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,43.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,43.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,43.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,43.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,43.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,29.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,29.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,29.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,27.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,27.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,27.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,42.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,42.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,42.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,dead,25.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,dead,25.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,dead,25.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,42.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,42.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,42.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,30.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,30.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,30.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,25.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,25.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,25.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,30.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,30.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,30.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,42.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,42.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,42.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,38.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,38.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,38.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,48.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,48.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,48.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,dead,37.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,dead,37.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,dead,37.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,37.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,37.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,37.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,36.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,36.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,36.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,43.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,43.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,43.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,38.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,38.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,38.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,40.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,40.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,40.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,23.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,23.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,23.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,24.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,24.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,24.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,33.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,33.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,33.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,38.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,38.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,38.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,31.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,31.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,31.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,40.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,40.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,40.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,45.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,45.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,45.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,34.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,34.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,34.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,dead,38.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,dead,38.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,dead,38.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,58.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,58.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,58.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,41.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,41.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,41.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,34.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,34.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,34.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,33.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,33.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,33.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,37.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,37.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,37.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,19.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,19.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,19.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,30.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,30.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,30.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,41.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,41.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,41.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,25.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,25.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,25.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,27.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,27.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,27.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,43.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,43.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,43.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
Lemon Creek Lagoon,2018-11-08,live,32.0,81.7008547008547,1,1:53 PM,,,0.0,8.33,32.1,20.0,19.6,12.8957625,18.8120345,10.6895
Lemon Creek Lagoon,2018-11-08,live,32.0,81.7008547008547,2,1:55 PM,,,0.0,8.4,32.1,20.8,19.6,12.8557625,18.8120345,10.9695
Lemon Creek Lagoon,2018-11-08,live,32.0,81.7008547008547,3,1:56 PM,,,0.0,8.4,32.0,17.6,19.5,12.8457625,18.8120345,11.0345
